PSP;NL
Globally, it is always the case that if approaching_vehicle_in_blind_spot holds, then zoom_in eventually holds.;IF approaching vehicle in blind spot THEN zoom in the camera.
After on_right_lane and camera_defrost_system, it is always the case that auto_break_sensitivity < 62 and send_airbag_conditions_alert holds.;IF the vehicle is in the right lane AND camera defrost system THEN auto break sensitivity CAN be LESS THAN 62 % AND send airbag conditions alert.
Globally, it is never the case that inter_light_sources_distance <= 1.5 holds.;distance between light sources MUST NOT be EQUAL or LESS THAN 1.5 m.
Globally, it is never the case that approaching_vehicle_velocity <= 0 holds.;velocity of approaching vehicle MUST NOT be EQUAL or LESS THAN 0 km/h.
Globally, it is always the case that brake_fluid_level >= 11 holds.;brake fluid level is EQUAL or GREATER THAN 11 %.
After driver_side and object_detection, it is always the case that zoom_in and cruise_control_speed < 38 holds.;IF the driver side is occupied AND object is detected THEN zoom in the camera AND cruise control speed CAN be LESS THAN 38 km/h.
Globally, it is always the case that if braking and on_right_lane holds, then stay_in_lane eventually holds.;IF the vehicle is braking AND the vehicle is in the right lane THEN activate stay in lane algorithm.
Globally, it is always the case that if behind_passengers_seatbelt holds, then headlight_intensity >= 76 and monitor_background_luminance > 0.1 eventually holds.;IF the passengers behind are wearing seatbelts THEN headlight intensity MUST be EQUAL or GREATER THAN 76 % AND monitor background luminance CAN be GREATER THAN 0.1 cd/m2.
Globally, it is always the case that if oil_level > 58 holds, then required_maintenance and send_alert eventually holds.;IF oil level is GREATER THAN 58 % THEN the vehicle requires maintenance AND send generic alert.
Globally, it is always the case that if traffic_density = 55 and turning holds, then auto_dimming eventually holds.;IF traffic density is EQUAL to 55 vehicles/km AND vehicle is turning THEN activate auto dimming.
After send_distraction_alert, it is always the case that if length_driven < 60648 holds, then climate_control_setting < 21 holds as well.;IF send distraction alert AND total length driven by the vehicle is LESS THAN 60648 km THEN climate control setting CAN be LESS THAN 21 C.
After on_right_lane and climate_control_setting < 24, it is always the case that send_oil_change_alert holds.;IF the vehicle is in the right lane AND climate control setting is LESS THAN 24 C THEN send oil change alert.
Globally, it is always the case that if distance_center_lane < 3 holds, then stay_in_lane and headlight_intensity = 100 eventually holds.;IF distance from center lane is LESS THAN 3 m THEN activate stay in lane algorithm AND headlight intensity EQUAL to 100 %.
After zoom_out, it is always the case that if approaching_vehicle_distance > 6 holds, then NN_clean_image_result < 0 eventually holds.;IF zoom out the camera AND distance of approaching vehicle is GREATER THAN 6 m THEN clean process algorithm result CAN be LESS THAN 0.
Globally, it is always the case that if behind_passengers > 1 holds, then send_oil_change_alert eventually holds.;IF the number of passengers seat behind is GREATER THAN 1 people THEN send oil change alert.
Globally, it is never the case that auto_break_sensitivity = 92 holds.;auto break sensitivity MUST NOT be EQUAL to 92 %.
Globally, it is always the case that if coolant_level_alert and low_gps_signal holds, then zoom_in eventually holds.;IF coolant level alert is on AND GPS signal is low THEN zoom in the camera.
Globally, it is always the case that if perceived_light_sources_number >= 3 holds, then door_locking and emergency_record holds as well.;IF number of perceived light sources is EQUAL or GREATER THAN 3 THEN lock the doors AND record an emergency video.
Globally, it is always the case that tire_pressure >= coolant_level holds.;tire pressure is EQUAL or GREATER THAN coolant level.
Globally, it is never the case that engine_rpm < 6900 holds.;engine RPM MUST NOT be LESS THAN 6900 rpm.
After parking_camera, it is always the case that if display_area >= 47 holds, then call_emergency eventually holds.;IF parking camera is activated AND display area is EQUAL or GREATER THAN 47 m THEN call emergency services.
Globally, it is never the case that vertical_longitudinal_median_plane > 65 holds.;vertical longitudinal median plane MUST NOT be GREATER THAN 65 m.
Globally, it is always the case that light_sources_intensity > max_speed_limit holds.;intensity of light sources is GREATER THAN maximum speed limit.
Globally, it is always the case that if soiling_camera and direct_sunlight_state holds, then send_coolant_level_alert holds as well.;IF soiling on the cameras AND state of direct sunlight THEN send coolant level alert.
Globally, it is always the case that if max_speed_limit >= 125 and gear <= 1 holds, then need_revision and air_conditioning holds as well.;IF maximum speed limit is EQUAL or GREATER THAN 125 km/h AND gear number is EQUAL or LESS THAN 1 gear THEN vehicle revision is needed AND activate air conditioning.
After park_assist and passenger_side, it is always the case that stay_in_lane holds.;IF park assist is activated AND the passenger side is occupied THEN activate stay in lane algorithm.
Globally, it is always the case that luminance < 1.0 holds.;luminance is LESS THAN 1.0 lx.
After monitor_luminance_ratio > 197, it is always the case that if max_speed_limit >= 108 holds, then zoom_level > 4 eventually holds.;IF monitor luminance ratio is GREATER THAN 197 AND maximum speed limit is EQUAL or GREATER THAN 108 km/h THEN camera zoom level CAN be GREATER THAN 4 x.
After cruise_control, it is always the case that if min_speed_limit >= 17 holds, then send_oil_change_alert eventually holds.;IF cruise control is activated AND minimum speed limit is EQUAL or GREATER THAN 17 km/h THEN send oil change alert.
After perceived_light_sources_number > 3, it is always the case that if backing_up holds, then send_distraction_alert holds as well.;IF number of perceived light sources is GREATER THAN 3 AND vehicle is backing up THEN send distraction alert.
Globally, it is always the case that if wind_speed = 69 and distraction_alert holds, then defrosting eventually holds.;IF wind speed is EQUAL to 69 km/h AND distraction alert is on THEN defrosting.
Globally, it is always the case that if sleeping_alert and battery_charge <= 37 holds, then send_camera_obstruction_alert eventually holds.;IF sleeping alert is on AND battery charge is EQUAL or LESS THAN 37 % THEN send camera obstruction alert.
After send_battery_charge_alert, it is always the case that if standard_driver holds, then vertical_vision_distance < 59 eventually holds.;IF send battery charge alert AND standard driver THEN vertical vision distance behind driver CAN be LESS THAN 59 m.
Globally, it is always the case that if climate_control_setting >= 20 holds, then monitor_luminance_ratio < 136 and auto_break_sensitivity <= 20 holds as well.;IF climate control setting is EQUAL or GREATER THAN 20 C THEN monitor luminance ratio CAN be LESS THAN 136 AND auto break sensitivity MUST be EQUAL or LESS THAN 20 %.
Globally, it is always the case that if light_sources_intensity = 1759 and auto_accelerate holds, then engine_efficiency >= 29 and need_revision eventually holds.;IF intensity of light sources is EQUAL to 1759 cd AND auto accelerate is activated THEN engine efficiency MUST be EQUAL or GREATER THAN 29 % AND vehicle revision is needed.
Globally, it is always the case that horizontal_vision > 19 holds.;horizontal vision is GREATER THAN 19 m.
After send_tire_rotation_alert, it is always the case that if sleeping_alert holds, then send_tire_rotation_alert holds as well.;IF send tire rotation alert AND sleeping alert is on THEN send tire rotation alert.
After direct_sunlight_state, it is always the case that if NN_clean_image_result > 0 holds, then auto_accelerate_sensitivity > 40 holds as well.;IF state of direct sunlight AND clean process algorithm result is GREATER THAN 0 THEN auto accelerate sensitivity CAN be GREATER THAN 40 %.
Globally, it is never the case that engine_rpm > 6500 holds.;engine RPM MUST NOT be GREATER THAN 6500 rpm.
Globally, it is always the case that if engine_rpm >= 7200 holds, then parking_camera and HDR holds as well.;IF engine RPM is EQUAL or GREATER THAN 7200 rpm THEN parking camera is activated AND enable HDR.
After HDR, it is always the case that if engine_temperature <= 31 holds, then HDR eventually holds.;IF enable HDR AND engine temperature is EQUAL or LESS THAN 31 C THEN enable HDR.
After send_sleeping_alert, it is always the case that if approaching_vehicle_distance <= 9 holds, then air_conditioning holds as well.;IF send sleeping alert AND distance of approaching vehicle is EQUAL or LESS THAN 9 m THEN activate air conditioning.
After auto_accelerate, it is always the case that air_conditioning and MIN_MF > 0.4 holds.;IF auto accelerate is activated THEN activate air conditioning AND minimum magnification factor CAN be GREATER THAN 0.4.
Globally, it is never the case that perceived_light_sources_number < approaching_vehicle_distance holds.;number of perceived light sources MUST NOT be LESS THAN distance of approaching vehicle.
Globally, it is always the case that if vertical_longitudinal_median_plane > 149 and traffic_flow_speed <= 4 holds, then antifog_lights eventually holds.;IF vertical longitudinal median plane is GREATER THAN 149 m AND traffic flow speed is EQUAL or LESS THAN 4 km/h THEN activate antifog lights.
After engine_conditions_alert, it is always the case that if speeding_alert holds, then monitor_luminance_ratio <= 176 eventually holds.;IF engine conditions alert is on AND speeding alert is on THEN monitor luminance ratio MUST be EQUAL or LESS THAN 176.
Globally, it is never the case that display_area <= gps_signal holds.;display area MUST NOT be EQUAL or LESS THAN GPS signal strength.
